Title,URL handle,Description,Vendor,Product category,Type,Tags,Published on online store,Status,SKU,Barcode,Option1 name,Option1 value,Option1 Linked To,Option2 name,Option2 value,Option2 Linked To,Option3 name,Option3 value,Option3 Linked To,Price,Compare-at price,Cost per item,Charge tax,Tax code,Unit price total measure,Unit price total measure unit,Unit price base measure,Unit price base measure unit,Inventory tracker,Inventory quantity,Continue selling when out of stock,Weight value (grams),Weight unit for display,Requires shipping,Fulfillment service,Product image URL,Image position,Image alt text,Variant image URL,Gift card,SEO title,SEO description,Color (product.metafields.shopify.color-pattern),Google Shopping / Google product category,Google Shopping / Gender,Google Shopping / Age group,Google Shopping / Manufacturer part number (MPN),Google Shopping / Ad group name,Google Shopping / Ads labels,Google Shopping / Condition,Google Shopping / Custom product,Google Shopping / Custom label 0,Google Shopping / Custom label 1,Google Shopping / Custom label 2,Google Shopping / Custom label 3,Google Shopping / Custom label 4
Fiberglas panel behind sliding door for 88-92 Vanagon GL and Carat,fiberglas-panel-behind-sliding-door-for-88-92-vanagon-gl-and-carat,"This is the most requested part for the Vanagon body kit that we are asked about.  It is the small fiberglas panel that is directly behind the sliding door on 88-92 Vanagon GL and Carat (some Wolfsburg/Carat in 88).  This panel seems to get damaged or lost the most and many, many folks ask about it when ever they here that you are parting out a late model Vanagon with a body kit.  We have a couple of these, they are brand new and they come with a white primer on them so they will need to be painted.  I am not sure if we will ever get any more so if you need one or want one, I would suggest ordering as soon as you see this!",VanAgain,Body Mechanical & Trim,86-92 2.1L Vanagon,"86-92 2.1L Vanagon, Body Mechanical & Trim, product-id:11850, orders:2, 86-92-21l-vanagon",TRUE,Active,255853984B,,,,,,,,,,,195.00,,,TRUE,,,,,,shopify,0,DENY,1,g,TRUE,manual,https://ph3ar-vercel.s3.amazonaws.com/products/255853984B.jpg,1,Fiberglas panel behind sliding door for 88-92 Vanagon GL and Carat,,FALSE,Fiberglas panel behind sliding door for 88-92 Vanagon GL and Carat,Fiberglas panel behind sliding door for 88-92 Vanagon GL and Carat-86-92 2.1L Vanagon,,Body Mechanical & Trim,,Adult,255853984B,86-92 2.1L Vanagon,"Body Mechanical & Trim, 86-92 2.1L Vanagon, legacy-import",New,TRUE,Body Mechanical & Trim,86-92 2.1L Vanagon,has-image,from-products-table,
,fiberglas-panel-behind-sliding-door-for-88-92-vanagon-gl-and-carat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ph3ar-vercel.s3.amazonaws.com/products/255853984B_1.jpg,2,Fiberglas panel behind sliding door for 88-92 Vanagon GL and Carat,,,,,,,,,,,,,,,,,,
Rubber camshaft plug for all VW Bus from 1963 and all Vanagon except diesel,rubber-camshaft-plug-for-all-vw-bus-from-1963-and-all-vanagon-except-diesel,"<p>This is a rubber camshaft hole plug that will work on all VW Bus engines after 1963 and all Vanagon air cooled and waterboxer engines.&nbsp; It will not work on the diesel engine.&nbsp; If you are having a leak at the camshaft plug, then you can remove your old plug and install this rubber one in it&#39;s place without cracking the case.&nbsp; The cam plug is located behind the flywheel and if it rusts out it can be the source of leaks.&nbsp; If this is the case, simply drill a couple of small holes in your old one, install some screws, and then use these to pry the old plug out.&nbsp; Now tap this new rubber one in place and you are good to go.</p>",VanAgain,Engine Parts,"68-79 Bus, 80-83 Air Cooled Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon","68-79 Bus, 80-83 Air Cooled Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, Engine Parts, product-id:11854, orders:8, 68-79-bus, 80-83-air-cooled-vanagon, 83-85-19l-vanagon, 86-92-21l-vanagon",TRUE,Active,041101157,,,,,,,,,,,6.99,,,TRUE,,,,,,shopify,94,DENY,0.25,g,TRUE,manual,https://ph3ar-vercel.s3.amazonaws.com/products/041101157.jpg,1,Rubber camshaft plug for all VW Bus from 1963 and all Vanagon except diesel,,FALSE,Rubber camshaft plug for all VW Bus from 1963 and all Vanagon except diesel,"Rubber camshaft plug for all VW Bus from 1963 and all Vanagon except diesel-68-79 Bus, 80-83 Air Cooled Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon",,Engine Parts,,Adult,041101157,"68-79 Bus, 80-83 Air Cooled Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon","Engine Parts, 68-79 Bus, 80-83 Air Cooled Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, legacy-import",New,TRUE,Engine Parts,"68-79 Bus, 80-83 Air Cooled Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon",has-image,from-products-table,
Westfalia Sliding Door Sill Cover in Black,westfalia-sliding-door-sill-rubber-in-black,"<p>This is the black plastic&nbsp;piece that covers the sill or threshold of the sliding door opening of a Westfalia.&nbsp; This is black plastic&nbsp;type material with ribs on it.&nbsp; It is made in Germany and is factory correct.&nbsp; It has been discontinued for many years.&nbsp; They are currently being reproduced by a supplier of ours in Germany&nbsp; If you are restoring your Westy and looking everywhere for this part, we have you covered. The normal passenger vans had an aluminum piece that goes in this same area.&nbsp; That is not the same as this.&nbsp; This is only for the Westfalia. It is 34&quot; long.</p>",VanAgain,Camper Parts,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon","80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, Camper Parts, product-id:11902, orders:57, 80-83-air-cooled-vanagon, 82-84-diesel-vanagon, 83-85-19l-vanagon, 86-92-21l-vanagon",TRUE,Active,255070050d01c,,,,,,,,,,,59.95,,,TRUE,,,,,,shopify,88,DENY,0.25,g,TRUE,manual,https://ph3ar-vercel.s3.amazonaws.com/products/255070050D01C.jpg,1,Westfalia Sliding Door Sill Cover in Black,,FALSE,Westfalia Sliding Door Sill Rubber in Black,"Westfalia Sliding Door Sill Rubber in Black-80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon",,Camper Parts,,Adult,255070050d01c,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon","Camper Parts, 80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, legacy-import",New,TRUE,Camper Parts,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon",has-image,from-products-table,
Trim Holder for Diff Lock Switch for Vanagon Syncro 86-92 and T4 Syncro 92-2003,trim-holder-for-diff-lock-switch-for-vanagon-syncro-86-92-and-t4-syncro-92-2003,<p>This is the plastic holder for the Differential Lock Switch for both the Vanagon and Eurovan Syncro (T25 and T4).&nbsp; I only have a few so get them while they last.&nbsp; It holder the diff lock switch to the mounting plate on the dash.</p>,VanAgain,Body Mechanical & Trim,"86-92 2.1L Vanagon, 92-96 2.5L Eurovan, 97-03 2.8L Eurovan","86-92 2.1L Vanagon, 92-96 2.5L Eurovan, 97-03 2.8L Eurovan, Body Mechanical & Trim, product-id:11949, orders:3, 86-92-21l-vanagon, 92-96-25l-eurovan, 97-03-28l-eurovan",TRUE,Active,251711850,,,,,,,,,,,39.00,,,TRUE,,,,,,shopify,100,DENY,0.25,g,TRUE,manual,https://ph3ar-vercel.s3.amazonaws.com/products/251711850.jpg,1,Trim Holder for Diff Lock Switch for Vanagon Syncro 86-92 and T4 Syncro 92-2003,,FALSE,Trim Holder for Diff Lock Switch for Vanagon Syncro 86-92 and T4 Syncro 92-2003,"Trim Holder for Diff Lock Switch for Vanagon Syncro 86-92 and T4 Syncro 92-2003-86-92 2.1L Vanagon, 92-96 2.5L Eurovan, 97-03 2.8L Eurovan",,Body Mechanical & Trim,,Adult,251711850,"86-92 2.1L Vanagon, 92-96 2.5L Eurovan, 97-03 2.8L Eurovan","Body Mechanical & Trim, 86-92 2.1L Vanagon, 92-96 2.5L Eurovan, 97-03 2.8L Eurovan, legacy-import",New,TRUE,Body Mechanical & Trim,"86-92 2.1L Vanagon, 92-96 2.5L Eurovan, 97-03 2.8L Eurovan",has-image,from-products-table,
Check Valve for Syncro Vanagon Diff Lock System,check-valve-for-syncro-vanagon-diff-lock-system,<p>This is the small check valve that is in the vacuum locking system of the Syncro Vanagon.&nbsp; It is located underneath the van.</p>,VanAgain,Body Mechanical & Trim,86-92 2.1L Vanagon,"86-92 2.1L Vanagon, Body Mechanical & Trim, Transmission & Drivetrain, product-id:11975, orders:6, 86-92-21l-vanagon",TRUE,Active,433862117,,,,,,,,,,,19.00,,,TRUE,,,,,,shopify,95,DENY,0.25,g,TRUE,manual,https://ph3ar-vercel.s3.amazonaws.com/products/433862117.jpg,1,Check Valve for Syncro Vanagon Diff Lock System,,FALSE,Check Valve for Syncro Vanagon Diff Lock System,Check Valve for Syncro Vanagon Diff Lock System-86-92 2.1L Vanagon,,Body Mechanical & Trim,,Adult,433862117,86-92 2.1L Vanagon,"Body Mechanical & Trim, 86-92 2.1L Vanagon, legacy-import",New,TRUE,Body Mechanical & Trim,86-92 2.1L Vanagon,has-image,from-products-table,
Syncro Vanagon Mud Flap Kit -Aftermarket,syncro-vanagon-mud-flap-kit-aftermarket,"<p>The stock Syncro Vanagon &quot;mud flap&quot; has been discontinued and I have no idea if it is ever coming back.&nbsp; However we have an aftermarket solution that will work.&nbsp; It is a set of 4 reproduction mud flaps that are made of fiberglas and molded from the original OE flaps.&nbsp; They are hollow on the inside and will take some creativity to get mounted but they should look stock if you set them up correctly.&nbsp; They are only available in a set of four so if you just need one you are going to need to buy the set to get it, but the set of four is just a little more than one of the old ones cost, so it really isn&#39;t that big of a deal.&nbsp; &nbsp;Can be mounted on any Vanagon, not just a Syncro if you want it install them just for looks.</p>",VanAgain,Body Mechanical & Trim,86-92 2.1L Vanagon,"86-92 2.1L Vanagon, Body Mechanical & Trim, product-id:12112, orders:8, 86-92-21l-vanagon",FALSE,Draft,syncromudflap1,,,,,,,,,,,149.00,,,TRUE,,,,,,shopify,0,DENY,1,g,TRUE,manual,https://ph3ar-vercel.s3.amazonaws.com/products/syncromudflap1.jpg,1,Syncro Vanagon Mud Flap Kit -Aftermarket,,FALSE,Syncro Vanagon Mud Flap Kit -Aftermarket,Syncro Vanagon Mud Flap Kit -Aftermarket-86-92 2.1L Vanagon,,Body Mechanical & Trim,,Adult,syncromudflap1,86-92 2.1L Vanagon,"Body Mechanical & Trim, 86-92 2.1L Vanagon, legacy-import",New,TRUE,Body Mechanical & Trim,86-92 2.1L Vanagon,has-image,from-products-table,
,syncro-vanagon-mud-flap-kit-aftermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ph3ar-vercel.s3.amazonaws.com/products/syncromudflap2.jpg,2,Syncro Vanagon Mud Flap Kit -Aftermarket,,,,,,,,,,,,,,,,,,
Oil Filler Tube for Vanagon Diesel 8/1982-7/1992,oil-filler-tube-for-vanagon-diesel-8-1982-7-1992,"This is an oil filler tube that should work on all Diesel and Turbo Diesel Vanagons.  However if you install it on an 82 diesel you would have to also install a dipstick tube and dipstick from a later model diesel Vanagon.  The 82 used a plastic dipstick that was part of the oil filler cap.  This tube will not allow for that.  It does not come with a cap or the seal at the base of the filler.  We do have those, see below.",VanAgain,Engine Parts,82-84 Diesel Vanagon,"82-84 Diesel Vanagon, Engine Parts, product-id:12128, orders:10, 82-84-diesel-vanagon",TRUE,Active,068115304B,,,,,,,,,,,99.95,,,TRUE,,,,,,shopify,95,DENY,1,g,TRUE,manual,https://ph3ar-vercel.s3.amazonaws.com/products/068115304B.jpg,1,Oil Filler Tube for Vanagon Diesel 8/1982-7/1992,,FALSE,Oil Filler Tube for Vanagon Diesel 8/1982-7/1992,Oil Filler Tube for Vanagon Diesel 8/1982-7/1992-82-84 Diesel Vanagon,,Engine Parts,,Adult,068115304B,82-84 Diesel Vanagon,"Engine Parts, 82-84 Diesel Vanagon, legacy-import",New,TRUE,Engine Parts,82-84 Diesel Vanagon,has-image,from-products-table,
Seal for the base of the oil filler tube 82-92 Diesel Vanagon,seal-for-the-base-of-the-oil-filler-tube-82-92-diesel-vanagon,<p>This is the seal that goes between the bottom of the oil filler tube (either version) and the aluminum oil pan that was used on the 82-92 Diesel Vanagon (all engine versions).</p>,VanAgain,Engine Parts,82-84 Diesel Vanagon,"82-84 Diesel Vanagon, Engine Parts, product-id:12131, orders:18, 82-84-diesel-vanagon",TRUE,Active,068115315A,,,,,,,,,,,9.95,,,TRUE,,,,,,shopify,83,DENY,0.25,g,TRUE,manual,https://ph3ar-vercel.s3.amazonaws.com/products/068115315A.jpg,1,Seal for the base of the oil filler tube 82-92 Diesel Vanagon,,FALSE,Seal for the base of the oil filler tube 82-92 Diesel Vanagon,Seal for the base of the oil filler tube 82-92 Diesel Vanagon-82-84 Diesel Vanagon,,Engine Parts,,Adult,068115315A,82-84 Diesel Vanagon,"Engine Parts, 82-84 Diesel Vanagon, legacy-import",New,TRUE,Engine Parts,82-84 Diesel Vanagon,has-image,from-products-table,
Heat Riser Elbow for Passenger Side 72-79 VW Bus,heat-riser-elbow-for-passenger-side-72-79-vw-bus,"<p>Passenger Side, Goes Between Heater Box &amp; Heater Control Box, 72-79 Bus.&nbsp; It is made of galvanized steel for rust resistance.</p>",VanAgain,Climate Control,68-79 Bus,"68-79 Bus, Climate Control, product-id:12174, orders:2, 68-79-bus",TRUE,Active,071256052,,,,,,,,,,,85.00,,,TRUE,,,,,,shopify,99,DENY,1,g,TRUE,manual,https://ph3ar-vercel.s3.amazonaws.com/products/071256052.jpg,1,Heat Riser Elbow for Passenger Side 72-79 VW Bus,,FALSE,Heat Riser Elbow for Passenger Side 72-79 VW Bus,Heat Riser Elbow for Passenger Side 72-79 VW Bus-68-79 Bus,,Climate Control,,Adult,071256052,68-79 Bus,"Climate Control, 68-79 Bus, legacy-import",New,TRUE,Climate Control,68-79 Bus,has-image,from-products-table,
,heat-riser-elbow-for-passenger-side-72-79-vw-bus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ph3ar-vercel.s3.amazonaws.com/products/071256052_1.jpg,2,Heat Riser Elbow for Passenger Side 72-79 VW Bus,,,,,,,,,,,,,,,,,,
Heat Riser Elbow Left Side for VW Bus 72-79,heat-riser-elbow-left-side-for-vw-bus-72-79,<p>Driver&#39;s Side heat riser tube for 72-79 VW Bus.&nbsp; Made of Galvanized steel for rust protection.</p>,VanAgain,Climate Control,68-79 Bus,"68-79 Bus, Climate Control, product-id:12177, orders:1, 68-79-bus",TRUE,Active,071256051,,,,,,,,,,,85.00,,,TRUE,,,,,,shopify,100,DENY,1,g,TRUE,manual,https://ph3ar-vercel.s3.amazonaws.com/products/071256051.jpg,1,Heat Riser Elbow Left Side for VW Bus 72-79,,FALSE,Heat Riser Elbow Left Side for VW Bus 72-79,Heat Riser Elbow Left Side for VW Bus 72-79-68-79 Bus,,Climate Control,,Adult,071256051,68-79 Bus,"Climate Control, 68-79 Bus, legacy-import",New,TRUE,Climate Control,68-79 Bus,has-image,from-products-table,
,heat-riser-elbow-left-side-for-vw-bus-72-79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ph3ar-vercel.s3.amazonaws.com/products/071256052_1-1.jpg,2,Heat Riser Elbow Left Side for VW Bus 72-79,,,,,,,,,,,,,,,,,,
License Plate Light Holder for all Vanagon,license-plate-light-holder-for-all-vanagon,"<p>This is the black plastic frame that the license plate light resides in.&nbsp; This is just the frame and doesn&#39;t include the light socket, wiring, or the clear plastic cover that covers the bulb.&nbsp; These frames have been discontinued for a while and are just now starting to be made again.&nbsp; The old ones usually break and cause the light to dangle down or not stay securely in place when you close your rear hatch.&nbsp; The price is for one but there are two on your van, so buy accordingly.</p>",VanAgain,Body - Electrical,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon","80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, Body - Electrical, Body Mechanical & Trim, product-id:12178, orders:30, 80-83-air-cooled-vanagon, 82-84-diesel-vanagon, 83-85-19l-vanagon, 86-92-21l-vanagon",TRUE,Active,251943139,,,,,,,,,,,29.00,,,TRUE,,,,,,shopify,71,DENY,0.25,g,TRUE,manual,https://ph3ar-vercel.s3.amazonaws.com/products/license-plate-light-holder-for-all-vanagon-61915.jpg,1,License Plate Light Holder for all Vanagon,,FALSE,License Plate Light Holder for all Vanagon,License Plate Light Holder for all Vanagon.  Black plastic frame.,,Body - Electrical,,Adult,251943139,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon","Body - Electrical, 80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, legacy-import",New,TRUE,Body - Electrical,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon",has-image,from-products-table,
,license-plate-light-holder-for-all-vanagon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://ph3ar-vercel.s3.amazonaws.com/products/license-plate-light-holder-for-all-vanagon-0-1528301620.jpg,2,License Plate Light Holder for all Vanagon,,,,,,,,,,,,,,,,,,
Caliper Bolt for VW Bus from 8/72-79 and Vanagon from 80-85,caliper-bolt-for-vw-bus-from-872-79-and-vanagon-from-80-85,<p>This is the lower caliper bolt that is fully threaded for all brake calipers used on the VW Bus from build date of 8/1972 to 1979.&nbsp; Also on the early Vanagon from 1980-1985.&nbsp; This is for one bolt.&nbsp; There is one per side.</p>,VanAgain,Brakes,"68-79 Bus, 80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon","68-79 Bus, 80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, Brakes, product-id:12179, orders:6, 68-79-bus, 80-83-air-cooled-vanagon, 82-84-diesel-vanagon, 83-85-19l-vanagon",TRUE,Active,211615143A,,,,,,,,,,,9.00,,,TRUE,,,,,,shopify,100,DENY,0.25,g,TRUE,manual,https://ph3ar-vercel.s3.amazonaws.com/products/caliper-bolt-for-vw-bus-from-872-79-and-vanagon-from-80-85-62503.jpg,1,Caliper Bolt for VW Bus from 8/72-79 and Vanagon from 80-85,,FALSE,Caliper Bolt for VW Bus from 8/72-79 and Vanagon from 80-85,"Caliper Bolt for 68-79 Bus, 80-83 Air cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon",,Brakes,,Adult,211615143A,"68-79 Bus, 80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon","Brakes, 68-79 Bus, 80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, legacy-import",New,TRUE,Brakes,"68-79 Bus, 80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon",has-image,from-products-table,
"Plastic Brake Line Holder for two metal lines on VW Bus from 67 on, all Vanagon, and all Eurovan",plastic-brake-line-holder-for-two-metal-lines-on-vw-bus-from-67-on-all-vanagon-and-all-eurovan,"<p>This is the plastic brake line holder that is found at various points under your VW Bus, Vanagon or Eurovan.&nbsp; They help hold your metal brake lines securely so they don&#39;t chafe against the metal or vibrate and come loose.&nbsp; If you are restoring the underneath of your Bus, Vanagon, or Eurovan, you may find you need several of these.&nbsp;&nbsp;</p>",VanAgain,Brakes,"68-79 Bus, 80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, 92-96 2.5L Eurovan, 97-03 2.8L Eurovan","68-79 Bus, 80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, 92-96 2.5L Eurovan, 97-03 2.8L Eurovan, Brakes, product-id:12180, orders:11, 68-79-bus, 80-83-air-cooled-vanagon, 82-84-diesel-vanagon, 83-85-19l-vanagon, 86-92-21l-vanagon, 92-96-25l-eurovan, 97-03-28l-eurovan",TRUE,Active,251611767,,,,,,,,,,,4.00,,,TRUE,,,,,,shopify,97,DENY,0.25,g,TRUE,manual,https://ph3ar-vercel.s3.amazonaws.com/products/plastic-brake-line-holder-for-two-metal-lines-on-vw-bus-from-67-on-all-vanagon-and-all-eurovan-11814.jpg,1,"Plastic Brake Line Holder for two metal lines on VW Bus from 67 on, all Vanagon, and all Eurovan",,FALSE,"Plastic Brake Line Holder for two metal lines on VW Bus from 67 on, all Vanagon, and all Eurovan","This is the plastic brake line holder that is found at various points under your VW Bus, Vanagon or Eurovan. 68-79 bus,  80-83 Air cooled Vanagon, 82-84 diesel vanagon, 83-85 1.9l vanagon, 86-92 2.1l Vanagon, 93-96 2.5l Eurovan, 97-2003 2.8l Eurovan",,Brakes,,Adult,251611767,"68-79 Bus, 80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, 92-96 2.5L Eurovan, 97-03 2.8L Eurovan","Brakes, 68-79 Bus, 80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, 92-96 2.5L Eurovan, 97-03 2.8L Eurovan, legacy-import",New,TRUE,Brakes,"68-79 Bus, 80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, 92-96 2.5L Eurovan, 97-03 2.8L Eurovan",has-image,from-products-table,
