Handle,Title,Tags,Option1 Name,Option1 Value
rear-heater-core,Rear Heater Core,"83-85 1.9L Vanagon, 86-92 2.1L Vanagon, Climate Control, Coolant System, product-id:320, 83-85-19l-vanagon, 86-92-21l-vanagon, climate-control, coolant-system, vehicle:83-85-19l-vanagon, vehicle:86-92-21l-vanagon, category:climate-control, category:coolant-system",Title,Default Title
hatch-strut-251829331a,Hatch Strut for all Vanagon without rear wiper,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, Body Mechanical & Trim, product-id:328, 80-83-air-cooled-vanagon, 82-84-diesel-vanagon, 83-85-19l-vanagon, 86-92-21l-vanagon, body-mechanical-trim, vehicle:80-83-air-cooled-vanagon, vehicle:82-84-diesel-vanagon, vehicle:83-85-19l-vanagon, vehicle:86-92-21l-vanagon, category:body-mechanical-trim",Title,Default Title
piston-ring-set-021198175a,Piston Ring Set,"68-79 Bus, Engine Parts, product-id:330, 68-79-bus, engine-parts, vehicle:68-79-bus, category:engine-parts",Title,Default Title
hatch-strut-251829331b,Hatch Strut for all Vanagon with rear wiper (left),"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, Body Mechanical & Trim, product-id:332, 80-83-air-cooled-vanagon, 82-84-diesel-vanagon, 83-85-19l-vanagon, 86-92-21l-vanagon, body-mechanical-trim, vehicle:80-83-air-cooled-vanagon, vehicle:82-84-diesel-vanagon, vehicle:83-85-19l-vanagon, vehicle:86-92-21l-vanagon, category:body-mechanical-trim",Title,Default Title
hatch-strut-251829332,Hatch Strut for all Vanagon with rear wiper (right),"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, Body Mechanical & Trim, product-id:334, 80-83-air-cooled-vanagon, 82-84-diesel-vanagon, 83-85-19l-vanagon, 86-92-21l-vanagon, body-mechanical-trim, vehicle:80-83-air-cooled-vanagon, vehicle:82-84-diesel-vanagon, vehicle:83-85-19l-vanagon, vehicle:86-92-21l-vanagon, category:body-mechanical-trim",Title,Default Title
power-window-regulator-oe-style-no-motor,Power Window Regulator (OE style) with no motor for all Vanagon with factory power windows.,"86-92 2.1L Vanagon, Body - Electrical, Body Mechanical & Trim, product-id:336, 86-92-21l-vanagon, body-electrical, body-mechanical-trim, vehicle:86-92-21l-vanagon, category:body-electrical, category:body-mechanical-trim",Title,Default Title
power-window-regulator-oe-style-no-motor-2,Vanagon Power Window Regulator (OE style) with no motor (pass side-right),"86-92 2.1L Vanagon, Body - Electrical, Body Mechanical & Trim, product-id:338, 86-92-21l-vanagon, body-electrical, body-mechanical-trim, vehicle:86-92-21l-vanagon, category:body-electrical, category:body-mechanical-trim",Title,Default Title
window-regulator,Window Regulator (Manual) left side for all Vanagon,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, Body Mechanical & Trim, product-id:340, 80-83-air-cooled-vanagon, 82-84-diesel-vanagon, 83-85-19l-vanagon, 86-92-21l-vanagon, body-mechanical-trim, vehicle:80-83-air-cooled-vanagon, vehicle:82-84-diesel-vanagon, vehicle:83-85-19l-vanagon, vehicle:86-92-21l-vanagon, category:body-mechanical-trim",Title,Default Title
window-regulator-manual-right-side,Window Regulator (Manual) right side for all Vanagon,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, Body Mechanical & Trim, product-id:342, 80-83-air-cooled-vanagon, 82-84-diesel-vanagon, 83-85-19l-vanagon, 86-92-21l-vanagon, body-mechanical-trim, vehicle:80-83-air-cooled-vanagon, vehicle:82-84-diesel-vanagon, vehicle:83-85-19l-vanagon, vehicle:86-92-21l-vanagon, category:body-mechanical-trim",Title,Default Title
window-scraper-seal-left-outer-or-right-inner-no-chrome,Window Scraper Seal (left outer or right inner) no chrome for all Vanagon,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, Body Mechanical & Trim, product-id:344, 80-83-air-cooled-vanagon, 82-84-diesel-vanagon, 83-85-19l-vanagon, 86-92-21l-vanagon, body-mechanical-trim, vehicle:80-83-air-cooled-vanagon, vehicle:82-84-diesel-vanagon, vehicle:83-85-19l-vanagon, vehicle:86-92-21l-vanagon, category:body-mechanical-trim",Title,Default Title
window-scraper-seal-right-outer-or-left-inner-no-chrome,Window Scraper Seal (right outer or left inner) no chrome for all Vanagon,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, Body Mechanical & Trim, product-id:346, 80-83-air-cooled-vanagon, 82-84-diesel-vanagon, 83-85-19l-vanagon, 86-92-21l-vanagon, body-mechanical-trim, vehicle:80-83-air-cooled-vanagon, vehicle:82-84-diesel-vanagon, vehicle:83-85-19l-vanagon, vehicle:86-92-21l-vanagon, category:body-mechanical-trim",Title,Default Title
support-roller-for-sliding-door-center,Support Roller for Sliding Door (center) for 85-92 Vanagon,"83-85 1.9L Vanagon, Body Mechanical & Trim, product-id:348, 83-85-19l-vanagon, body-mechanical-trim, vehicle:83-85-19l-vanagon, category:body-mechanical-trim",Title,Default Title
sliding-door-handle-with-key,Sliding Door Handle with Key for 80-7/84 Vanagon,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, Body Mechanical & Trim, product-id:350, 80-83-air-cooled-vanagon, 82-84-diesel-vanagon, 83-85-19l-vanagon, body-mechanical-trim, vehicle:80-83-air-cooled-vanagon, vehicle:82-84-diesel-vanagon, vehicle:83-85-19l-vanagon, category:body-mechanical-trim",Title,Default Title
main-bearing-thrust-washer-set,Main Bearing Thrust Washer Set,"97-03 2.8L Eurovan, Engine Parts, product-id:352, 97-03-28l-eurovan, engine-parts, vehicle:97-03-28l-eurovan, category:engine-parts",Title,Default Title
sliding-door-seal,Sliding Door Seal for all Vanagon (right side slider),"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, Body Mechanical & Trim, product-id:354, 80-83-air-cooled-vanagon, 82-84-diesel-vanagon, 83-85-19l-vanagon, 86-92-21l-vanagon, body-mechanical-trim, vehicle:80-83-air-cooled-vanagon, vehicle:82-84-diesel-vanagon, vehicle:83-85-19l-vanagon, vehicle:86-92-21l-vanagon, category:body-mechanical-trim",Title,Default Title
windshield-seal-for-all-vanagons-80-92-no-chrome-strip,Windshield Seal for All Vanagons 80-92 (no chrome strip),"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, Body Mechanical & Trim, product-id:356, 80-83-air-cooled-vanagon, 82-84-diesel-vanagon, 83-85-19l-vanagon, 86-92-21l-vanagon, body-mechanical-trim, vehicle:80-83-air-cooled-vanagon, vehicle:82-84-diesel-vanagon, vehicle:83-85-19l-vanagon, vehicle:86-92-21l-vanagon, category:body-mechanical-trim",Title,Default Title
rear-hatch-glass-seal,Rear Hatch Glass Seal for all Vanagon 80-91 (no chrome trim),"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, Body Mechanical & Trim, product-id:358, 80-83-air-cooled-vanagon, 82-84-diesel-vanagon, 83-85-19l-vanagon, 86-92-21l-vanagon, body-mechanical-trim, vehicle:80-83-air-cooled-vanagon, vehicle:82-84-diesel-vanagon, vehicle:83-85-19l-vanagon, vehicle:86-92-21l-vanagon, category:body-mechanical-trim",Title,Default Title
lower-grille-for-all-water-cooled-vanagons,Lower Grille for all water-cooled Vanagons,"82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, Body Mechanical & Trim, product-id:360, 82-84-diesel-vanagon, 83-85-19l-vanagon, 86-92-21l-vanagon, body-mechanical-trim, vehicle:82-84-diesel-vanagon, vehicle:83-85-19l-vanagon, vehicle:86-92-21l-vanagon, category:body-mechanical-trim",Title,Default Title
mirror-for-drivers-side-door,Mirror for driver's side (left) door for all Vanagons with non-power mirror,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, Body Mechanical & Trim, product-id:362, 80-83-air-cooled-vanagon, 82-84-diesel-vanagon, 83-85-19l-vanagon, 86-92-21l-vanagon, body-mechanical-trim, vehicle:80-83-air-cooled-vanagon, vehicle:82-84-diesel-vanagon, vehicle:83-85-19l-vanagon, vehicle:86-92-21l-vanagon, category:body-mechanical-trim",Title,Default Title
mirror-for-passenger-side-door,Mirror for Passenger side door on all Vanagon without power mirrors,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, Body Mechanical & Trim, product-id:364, 80-83-air-cooled-vanagon, 82-84-diesel-vanagon, 83-85-19l-vanagon, 86-92-21l-vanagon, body-mechanical-trim, vehicle:80-83-air-cooled-vanagon, vehicle:82-84-diesel-vanagon, vehicle:83-85-19l-vanagon, vehicle:86-92-21l-vanagon, category:body-mechanical-trim",Title,Default Title
mirror-glass-for-power-mirrors-on-vanagon-251857521,Mirror Glass for Power Mirrors on Vanagon 86-92 (Flat),"86-92 2.1L Vanagon, Body Mechanical & Trim, product-id:366, 86-92-21l-vanagon, body-mechanical-trim, vehicle:86-92-21l-vanagon, category:body-mechanical-trim",Title,Default Title
mirror-glass-for-power-mirrors-on-vanagon-251857521A,Mirror Glass for Power Mirrors on Vanagon 86-92 (Convex),"86-92 2.1L Vanagon, Body Mechanical & Trim, product-id:368, 86-92-21l-vanagon, body-mechanical-trim, vehicle:86-92-21l-vanagon, category:body-mechanical-trim",Title,Default Title
sun-visor-clip-black-for-all-vanagons,Sun Visor Clip (Black) for all Vanagons (pair),"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, Body Mechanical & Trim, product-id:370, 80-83-air-cooled-vanagon, 82-84-diesel-vanagon, 83-85-19l-vanagon, 86-92-21l-vanagon, body-mechanical-trim, vehicle:80-83-air-cooled-vanagon, vehicle:82-84-diesel-vanagon, vehicle:83-85-19l-vanagon, vehicle:86-92-21l-vanagon, category:body-mechanical-trim",Title,Default Title
sun-visor-clip-white-for-all-vanagons,Sun Visor Clip (White) for all Vanagons (pair),"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, Body Mechanical & Trim, product-id:372, 80-83-air-cooled-vanagon, 82-84-diesel-vanagon, 83-85-19l-vanagon, 86-92-21l-vanagon, body-mechanical-trim, vehicle:80-83-air-cooled-vanagon, vehicle:82-84-diesel-vanagon, vehicle:83-85-19l-vanagon, vehicle:86-92-21l-vanagon, category:body-mechanical-trim",Title,Default Title
engine-main-bearing-set-021198481A,Engine Main Bearing Set for 72-79 VW Bus and 80-83 AC Vanagon STD,"68-79 Bus, 80-83 Air Cooled Vanagon, Engine Parts, product-id:374, 68-79-bus, 80-83-air-cooled-vanagon, engine-parts, vehicle:68-79-bus, vehicle:80-83-air-cooled-vanagon, category:engine-parts",Title,Default Title
bumper-end-cap-hardware-kit-for-plastic-end-cap,Bumper End Cap Hardware Kit for Plastic End Cap for all Vanagon with Chrome Bumper,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, Body Mechanical & Trim, product-id:376, 80-83-air-cooled-vanagon, 82-84-diesel-vanagon, 83-85-19l-vanagon, 86-92-21l-vanagon, body-mechanical-trim, vehicle:80-83-air-cooled-vanagon, vehicle:82-84-diesel-vanagon, vehicle:83-85-19l-vanagon, vehicle:86-92-21l-vanagon, category:body-mechanical-trim",Title,Default Title
ignition-lock-cylinder-with-two-keys,Ignition Lock Cylinder with two keys,"68-79 Bus, 80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, Body - Electrical, Body Mechanical & Trim, Suspension and Steering, product-id:378, 68-79-bus, 80-83-air-cooled-vanagon, 82-84-diesel-vanagon, 83-85-19l-vanagon, 86-92-21l-vanagon, body-electrical, body-mechanical-trim, suspension-and-steering, vehicle:68-79-bus, vehicle:80-83-air-cooled-vanagon, vehicle:82-84-diesel-vanagon, vehicle:83-85-19l-vanagon, vehicle:86-92-21l-vanagon, category:body-electrical, category:body-mechanical-trim, category:suspension-and-steering",Title,Default Title
idle-stabilizer-control-unit-electronic-ignition-only,Idle Stabilizer Control Unit (Electronic Ignition only) early Vanagon,"80-83 Air Cooled Vanagon, 83-85 1.9L Vanagon, Fuel Injection, product-id:380, 80-83-air-cooled-vanagon, 83-85-19l-vanagon, fuel-injection, vehicle:80-83-air-cooled-vanagon, vehicle:83-85-19l-vanagon, category:fuel-injection",Title,Default Title
vanagon-idle-stabilizer-unit,Idle Stabilizer Unit for 80-83 2.0l AC,"80-83 Air Cooled Vanagon, 83-85 1.9L Vanagon, Engine Electrical, Fuel Injection, product-id:382, 80-83-air-cooled-vanagon, 83-85-19l-vanagon, engine-electrical, fuel-injection, vehicle:80-83-air-cooled-vanagon, vehicle:83-85-19l-vanagon, category:engine-electrical, category:fuel-injection",Title,Default Title
bosch-fuel-pump,Bosch Fuel Pump,"68-79 Bus, 80-83 Air Cooled Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, Fuel Delivery, Fuel Injection, product-id:384, 68-79-bus, 80-83-air-cooled-vanagon, 83-85-19l-vanagon, 86-92-21l-vanagon, fuel-delivery, fuel-injection, vehicle:68-79-bus, vehicle:80-83-air-cooled-vanagon, vehicle:83-85-19l-vanagon, vehicle:86-92-21l-vanagon, category:fuel-delivery, category:fuel-injection",Title,Default Title
idle-stabilizer,Vanagon Idle Stabilizer Unit for all 2.1L Vanagons (86-91),"86-92 2.1L Vanagon, Fuel Injection, product-id:386, 86-92-21l-vanagon, fuel-injection, vehicle:86-92-21l-vanagon, category:fuel-injection",Title,Default Title
fuel-gauge-sender,Fuel Tank Level Sender for all 2wd Vanagon,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, Fuel Delivery, product-id:388, 80-83-air-cooled-vanagon, 82-84-diesel-vanagon, 83-85-19l-vanagon, 86-92-21l-vanagon, fuel-delivery, vehicle:80-83-air-cooled-vanagon, vehicle:82-84-diesel-vanagon, vehicle:83-85-19l-vanagon, vehicle:86-92-21l-vanagon, category:fuel-delivery",Title,Default Title
fuel-tank-sender-for-syncro-vanagon-86-91,Fuel Tank Sender for Syncro Vanagon 86-91- JP Group,"86-92 2.1L Vanagon, Fuel Delivery, product-id:390, 86-92-21l-vanagon, fuel-delivery, vehicle:86-92-21l-vanagon, category:fuel-delivery",Title,Default Title
syncro-gas-tank-level-sender-seal,Syncro Gas Tank Level Sender Seal,"86-92 2.1L Vanagon, Fuel Delivery, product-id:392, 86-92-21l-vanagon, fuel-delivery, vehicle:86-92-21l-vanagon, category:fuel-delivery",Title,Default Title
coolant-level-sender,Coolant level sender,"83-85 1.9L Vanagon, 86-92 2.1L Vanagon, Coolant System, product-id:394, 83-85-19l-vanagon, 86-92-21l-vanagon, coolant-system, vehicle:83-85-19l-vanagon, vehicle:86-92-21l-vanagon, category:coolant-system",Title,Default Title
engine-main-bearing-set-021198483A,Oversized Engine Main Bearing Set for 72-79 VW Bus and Air Cooled Vanagon .25mm Crank and STD Case,"68-79 Bus, 80-83 Air Cooled Vanagon, Engine Parts, product-id:396, 68-79-bus, 80-83-air-cooled-vanagon, engine-parts, vehicle:68-79-bus, vehicle:80-83-air-cooled-vanagon, category:engine-parts",Title,Default Title
coolant-level-sensor,Coolant Level Sensor for 90-92 2.1L Vanagon,"86-92 2.1L Vanagon, Coolant System, product-id:398, 86-92-21l-vanagon, coolant-system, vehicle:86-92-21l-vanagon, category:coolant-system",Title,Default Title
temp-sensor-for-gauge-for-86-87-2wd-vanagon,Temp Sensor for Gauge for 86-87 2wd Vanagon,"86-92 2.1L Vanagon, Body - Electrical, Engine Electrical, product-id:400, 86-92-21l-vanagon, body-electrical, engine-electrical, vehicle:86-92-21l-vanagon, category:body-electrical, category:engine-electrical",Title,Default Title
water-temperature-sender-for-gauge,Water Temperature Sender for gauge for 88-92 Vanagon and 92-98 Eurovan,"86-92 2.1L Vanagon, 97-03 2.8L Eurovan, Body - Electrical, Electrical Items, Engine Electrical, Fuel Injection, product-id:402, 86-92-21l-vanagon, 97-03-28l-eurovan, body-electrical, electrical-items, engine-electrical, fuel-injection, vehicle:86-92-21l-vanagon, vehicle:97-03-28l-eurovan, category:body-electrical, category:electrical-items, category:engine-electrical, category:fuel-injection",Title,Default Title
back-up-light-switch-manual-transmission,Back-up Light Switch Manual Transmission 80-83 Vanagon,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, Body - Electrical, Transmission & Drivetrain, product-id:404, 80-83-air-cooled-vanagon, 82-84-diesel-vanagon, body-electrical, transmission-drivetrain, vehicle:80-83-air-cooled-vanagon, vehicle:82-84-diesel-vanagon, category:body-electrical, category:transmission-drivetrain",Title,Default Title
headlight-switch-251941531M,Headlight switch,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, Body - Electrical, Electrical Items, product-id:406, 80-83-air-cooled-vanagon, 82-84-diesel-vanagon, 83-85-19l-vanagon, 86-92-21l-vanagon, body-electrical, electrical-items, vehicle:80-83-air-cooled-vanagon, vehicle:82-84-diesel-vanagon, vehicle:83-85-19l-vanagon, vehicle:86-92-21l-vanagon, category:body-electrical, category:electrical-items",Title,Default Title
headlight-switch-for-90-91-vanagons,Headlight switch for 90-91 Vanagons,"86-92 2.1L Vanagon, Body - Electrical, Electrical Items, product-id:408, 86-92-21l-vanagon, body-electrical, electrical-items, vehicle:86-92-21l-vanagon, category:body-electrical, category:electrical-items",Title,Default Title
vanagon-rear-tail-light-lens-left-side,Vanagon Rear Tail Light Lens Left Side,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, Body - Electrical, Body Mechanical & Trim, product-id:410, 80-83-air-cooled-vanagon, 82-84-diesel-vanagon, 83-85-19l-vanagon, 86-92-21l-vanagon, body-electrical, body-mechanical-trim, vehicle:80-83-air-cooled-vanagon, vehicle:82-84-diesel-vanagon, vehicle:83-85-19l-vanagon, vehicle:86-92-21l-vanagon, category:body-electrical, category:body-mechanical-trim",Title,Default Title
vanagon-rear-tail-light-lens-right-side,"Vanagon Rear Tail Light Lens, Right Side","80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, Body - Electrical, Body Mechanical & Trim, product-id:412, 80-83-air-cooled-vanagon, 82-84-diesel-vanagon, 83-85-19l-vanagon, 86-92-21l-vanagon, body-electrical, body-mechanical-trim, vehicle:80-83-air-cooled-vanagon, vehicle:82-84-diesel-vanagon, vehicle:83-85-19l-vanagon, vehicle:86-92-21l-vanagon, category:body-electrical, category:body-mechanical-trim",Title,Default Title
vanagon-front-turn-signal-lens-left-side,"Vanagon Front Turn Signal Lens, Left Side- Taiwan","80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, Body - Electrical, Body Mechanical & Trim, Electrical Items, product-id:414, 80-83-air-cooled-vanagon, 82-84-diesel-vanagon, 83-85-19l-vanagon, 86-92-21l-vanagon, body-electrical, body-mechanical-trim, electrical-items, vehicle:80-83-air-cooled-vanagon, vehicle:82-84-diesel-vanagon, vehicle:83-85-19l-vanagon, vehicle:86-92-21l-vanagon, category:body-electrical, category:body-mechanical-trim, category:electrical-items",Title,Default Title
vanagon-front-turn-signal-lens-right-sides,"Vanagon Front Turn Signal Lens, Right side- Taiwan","80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, Body - Electrical, Body Mechanical & Trim, Electrical Items, product-id:416, 80-83-air-cooled-vanagon, 82-84-diesel-vanagon, 83-85-19l-vanagon, 86-92-21l-vanagon, body-electrical, body-mechanical-trim, electrical-items, vehicle:80-83-air-cooled-vanagon, vehicle:82-84-diesel-vanagon, vehicle:83-85-19l-vanagon, vehicle:86-92-21l-vanagon, category:body-electrical, category:body-mechanical-trim, category:electrical-items",Title,Default Title
main-bearing-set-021198485a,Oversized Main Bearing Set  for 72-79 VW Bus and Air Cooled Vanagon 50mm Crank and STD Case,"68-79 Bus, 80-83 Air Cooled Vanagon, Engine Parts, product-id:418, 68-79-bus, 80-83-air-cooled-vanagon, engine-parts, vehicle:68-79-bus, vehicle:80-83-air-cooled-vanagon, category:engine-parts",Title,Default Title
differential-bearing-003519185b,Differential Bearing,"68-79 Bus, Transmission & Drivetrain, product-id:420, 68-79-bus, transmission-drivetrain, vehicle:68-79-bus, category:transmission-drivetrain",Title,Default Title
turn-signal-switch-25195351301c,Turn Signal switch for all Vanagon (black) w/o factory cruise control switch,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, Body - Electrical, Electrical Items, product-id:422, 80-83-air-cooled-vanagon, 82-84-diesel-vanagon, 83-85-19l-vanagon, 86-92-21l-vanagon, body-electrical, electrical-items, vehicle:80-83-air-cooled-vanagon, vehicle:82-84-diesel-vanagon, vehicle:83-85-19l-vanagon, vehicle:86-92-21l-vanagon, category:body-electrical, category:electrical-items",Title,Default Title
wiper-switch,Wiper and Washer Switch for Vanagon with rear wiper (black only),"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, Body - Electrical, Electrical Items, product-id:424, 80-83-air-cooled-vanagon, 82-84-diesel-vanagon, 83-85-19l-vanagon, 86-92-21l-vanagon, body-electrical, electrical-items, vehicle:80-83-air-cooled-vanagon, vehicle:82-84-diesel-vanagon, vehicle:83-85-19l-vanagon, vehicle:86-92-21l-vanagon, category:body-electrical, category:electrical-items",Title,Default Title
front-wiper-motor,Front Wiper Motor for all Vanagon,"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, Body - Electrical, product-id:426, 80-83-air-cooled-vanagon, 82-84-diesel-vanagon, 83-85-19l-vanagon, 86-92-21l-vanagon, body-electrical, vehicle:80-83-air-cooled-vanagon, vehicle:82-84-diesel-vanagon, vehicle:83-85-19l-vanagon, vehicle:86-92-21l-vanagon, category:body-electrical",Title,Default Title
wiper-shaft-left,Wiper Shaft  for all Vanagon (left),"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, Body - Electrical, Body Mechanical & Trim, product-id:428, 80-83-air-cooled-vanagon, 82-84-diesel-vanagon, 83-85-19l-vanagon, 86-92-21l-vanagon, body-electrical, body-mechanical-trim, vehicle:80-83-air-cooled-vanagon, vehicle:82-84-diesel-vanagon, vehicle:83-85-19l-vanagon, vehicle:86-92-21l-vanagon, category:body-electrical, category:body-mechanical-trim",Title,Default Title
wiper-shaft-right,Wiper Shaft (right),"80-83 Air Cooled Vanagon, 83-85 1.9L Vanagon, Body - Electrical, product-id:430, 80-83-air-cooled-vanagon, 83-85-19l-vanagon, body-electrical, vehicle:80-83-air-cooled-vanagon, vehicle:83-85-19l-vanagon, category:body-electrical",Title,Default Title
wiper-arm-for-80-91-vanagon-front,Wiper Arm for 80-91 Vanagon (front),"80-83 Air Cooled Vanagon, 82-84 Diesel Vanagon, 83-85 1.9L Vanagon, 86-92 2.1L Vanagon, Body - Electrical, Body Mechanical & Trim, product-id:432, 80-83-air-cooled-vanagon, 82-84-diesel-vanagon, 83-85-19l-vanagon, 86-92-21l-vanagon, body-electrical, body-mechanical-trim, vehicle:80-83-air-cooled-vanagon, vehicle:82-84-diesel-vanagon, vehicle:83-85-19l-vanagon, vehicle:86-92-21l-vanagon, category:body-electrical, category:body-mechanical-trim",Title,Default Title
vanagon-wiper-motor-for-rear-hatch-wiper,Vanagon Wiper Motor for Rear Hatch Wiper- New,"83-85 1.9L Vanagon, 86-92 2.1L Vanagon, Body - Electrical, Body Mechanical & Trim, product-id:434, 83-85-19l-vanagon, 86-92-21l-vanagon, body-electrical, body-mechanical-trim, vehicle:83-85-19l-vanagon, vehicle:86-92-21l-vanagon, category:body-electrical, category:body-mechanical-trim",Title,Default Title
speedometer-cable-for-84-91-2wd-vanagon,Speedometer Cable for 84-91 2wd Vanagon (full length with push on connector),"83-85 1.9L Vanagon, 86-92 2.1L Vanagon, Body - Electrical, Body Mechanical & Trim, Electrical Items, product-id:436, 83-85-19l-vanagon, 86-92-21l-vanagon, body-electrical, body-mechanical-trim, electrical-items, vehicle:83-85-19l-vanagon, vehicle:86-92-21l-vanagon, category:body-electrical, category:body-mechanical-trim, category:electrical-items",Title,Default Title
